#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"FoxitReader","1","1178","650002432","34250752","92815360","100864","C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\FOXITREADER.EXE","Foxit Software Inc.","21975.171875","8.3.1.21155","8.3.1.21155","Foxit Reader 8.3","Foxit Reader","Process","8",,"False",,"2124","Microsoft.Win32.SafeHandles.SafeProcessHandle","1178","10964",".","3476426","","System.Diagnostics.ProcessModule (FOXITREADER.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","100864","100864","92815360","92815360","805840","805840","113987584","113987584","121593856","121593856","721055744","721055744","True","Normal","92815360","92815360","01:55:30.4843750","FoxitReader","15","True","1","System.Diagnostics.ProcessStartInfo","2/19/2018 2:13:17 PM",,"System.Diagnostics.ProcessThreadCollection","06:06:15.1718750","04:10:44.6875000","650002432","650002432","False",,,,"34250752","34250752",,
"GoogleCrashHandler","0","159","98844672","1007616","1691648","9800",,,,,,,,"Process","4",,,,,,"159","10140",".","0","",,,,,"9800","9800","1691648","1691648","123008","123008","1904640","1904640","5918720","5918720","102776832","102776832",,,"1691648","1691648",,"GoogleCrashHandler",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"98844672","98844672","False",,,,"1007616","1007616",,
"GoogleCrashHandler64","0","140","103178240","823296","1667072","8104",,,,,,,,"Process","4",,,,,,"140","10152",".","0","",,,,,"8104","8104","1667072","1667072","129616","129616","1716224","1716224","5337088","5337088","104226816","104226816",,,"1667072","1667072",,"GoogleCrashHandler64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"103178240","103178240","False",,,,"823296","823296",,
"googledrivesync","1","83","88576000","2289664","2965504","7128","C:\Program Files (x86)\Google\Drive\googledrivesync.exe","","6.15625","","","","","Process","8",,"False",,"3660","Microsoft.Win32.SafeHandles.SafeProcessHandle","83","5264",".","0","","System.Diagnostics.ProcessModule (googledrivesync.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7128","7128","2965504","2965504","96376","96376","9175040","9175040","11358208","11358208","97652736","97652736","True","Normal","2965504","2965504","00:00:05.1093750","googledrivesync","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:42:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.1562500","00:00:01.0468750","88576000","88576000","False",,,,"2289664","2289664",,
"googledrivesync","1","1014","353136640","40095744","92065792","52664","C:\Program Files (x86)\Google\Drive\googledrivesync.exe","","1133.78125","","","","","Process","8",,"False",,"3572","Microsoft.Win32.SafeHandles.SafeProcessHandle","1014","9480",".","0","","System.Diagnostics.ProcessModule (googledrivesync.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","52664","52664","92065792","92065792","314408","314408","94035968","94035968","105586688","105586688","373100544","373100544","True","Normal","92065792","92065792","00:07:47.7187500","googledrivesync","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:42:40 PM",,"System.Diagnostics.ProcessThreadCollection","00:18:53.7812500","00:11:06.0625000","353136640","353136640","False",,,,"40095744","40095744",,
"Idle","0","0","65536","8192","53248","136",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"136","136","53248","53248","0","0","53248","53248","8192","8192","65536","65536",,,"53248","53248",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65536","65536","False",,,,"8192","8192",,
"IDMan","1","636","277635072","8122368","11304960","33368","C:\Program Files (x86)\Internet Download Manager\IDMan.exe","Tonec Inc.","109.765625","6, 30, 2, 2","6, 30, 2, 2","Internet Download Manager (IDM)","Internet Download Manager (IDM)","Process","8",,"False",,"2592","Microsoft.Win32.SafeHandles.SafeProcessHandle","636","1384",".","0","","System.Diagnostics.ProcessModule (IDMan.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33368","33368","11304960","11304960","420272","420272","19615744","19615744","38678528","38678528","308879360","308879360","True","Normal","11304960","11304960","00:01:04.9375000","IDMan","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 11:30:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:49.7656250","00:00:44.8281250","277635072","277635072","False",,,,"8122368","8122368",,
"IEMonitor","1","165","125386752","2744320","1802240","11208","C:\Program Files (x86)\Internet Download Manager\IEMonitor.exe","Tonec Inc.","124.578125","6, 22, 1, 1","6, 22, 1, 1","Internet Download Manager agent for click monitoring in IE-based browsers","IEMonitor Application","Process","8",,"False",,"3296","Microsoft.Win32.SafeHandles.SafeProcessHandle","165","3996",".","0","","System.Diagnostics.ProcessModule (IEMonitor.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11208","11208","1802240","1802240","186272","186272","1933312","1933312","9117696","9117696","128012288","128012288","True","Normal","1802240","1802240","00:01:26.5000000","IEMonitor","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 11:30:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:04.5781250","00:00:38.0781250","125386752","125386752","False",,,,"2744320","2744320",,
"igfxCUIService","0","153","81186816","2523136","1728512","8624",,,,,,,,"Process","8",,,,,,"153","2228",".","0","",,,,,"8624","8624","1728512","1728512","89136","89136","1900544","1900544","8589312","8589312","87982080","87982080",,,"1728512","1728512",,"igfxCUIService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"81186816","81186816","False",,,,"2523136","2523136",,
"igfxEM","1","209","149889024","6729728","3678208","13856","C:\WINDOWS\System32\DriverStore\FileRepository\119748.inf_amd64_8e3972f5c88264c0\igfxEM.exe","Intel Corporation","1.109375","6.15.10.4550","6.15.10.4550","igfxEM Module","Intel(R) Common User Interface","Process","8",,"False",,"2752","Microsoft.Win32.SafeHandles.SafeProcessHandle","209","7656",".","0","","System.Diagnostics.ProcessModule (igfxEM.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13856","13856","3678208","3678208","215600","215600","4161536","4161536","13619200","13619200","156180480","156180480","True","Normal","3678208","3678208","00:00:00.8125000","igfxEM","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1093750","00:00:00.2968750","149889024","149889024","False",,,,"6729728","6729728",,
"IntelCpHeciSvc","0","261","120266752","9375744","3018752","14384",,,,,,,,"Process","8",,,,,,"261","12876",".","0","",,,,,"14384","14384","3018752","3018752","173128","173128","3391488","3391488","10878976","10878976","128131072","128131072",,,"3018752","3018752",,"IntelCpHeciSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"120266752","120266752","False",,,,"9375744","9375744",,
"LockApp","1","486","2199417102336","13275136","13545472","25880","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","Microsoft Corporation","3.90625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","LockApp.exe","Microsoft? Windows? Operating System","Process","8",,"False",,"2724","Microsoft.Win32.SafeHandles.SafeProcessHandle","486","11012",".","0","","System.Diagnostics.ProcessModule (LockApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25880","25880","13545472","13545472","576064","576064","14323712","14323712","50151424","50151424","404799488","2199428055040","True","Normal","13545472","13545472","00:00:01.2656250","LockApp","15","True","1","System.Diagnostics.ProcessStartInfo","2/19/2018 12:01:43 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.9062500","00:00:02.6406250","393846784","2199417102336","False",,,,"13275136","13275136",,
"lsass","0","1579","2199118454784","12730368","8658944","24192",,,,,,,,"Process","9",,,,,,"1579","856",".","0","",,,,,"24192","24192","8658944","8658944","147088","147088","9211904","9211904","15572992","15572992","99942400","2199123197952",,,"8658944","8658944",,"lsass",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"95199232","2199118454784","False",,,,"12730368","12730368",,
"MBAMService","0","865","265097216","21577728","20307968","31824",,,,,,,,"Process","8",,,,,,"865","3872",".","0","",,,,,"31824","31824","20307968","20307968","329952","329952","25452544","25452544","48701440","48701440","289755136","289755136",,,"20307968","20307968",,"MBAMService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"265097216","265097216","False",,,,"21577728","21577728",,
"mbamtray","1","426","211300352","17506304","21286912","38752","C:\Program Files\Malwarebytes\Anti-Malware\mbamtray.exe","Malwarebytes","19.1875","3.0.0.1284","","Malwarebytes Tray Application","Malwarebytes Tray Application","Process","8",,"False",,"3320","Microsoft.Win32.SafeHandles.SafeProcessHandle","426","6820",".","0","","System.Diagnostics.ProcessModule (mbamtray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38752","38752","21286912","21286912","297640","297640","22155264","22155264","33157120","33157120","220946432","220946432","True","Normal","21286912","21286912","00:00:11.3281250","mbamtray","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:08 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:19.1875000","00:00:07.8593750","211300352","211300352","False",,,,"17506304","17506304",,
"McAfee.TrueKey.Service","0","637","885915648","14979072","113307648","58192",,,,,,,,"Process","8",,,,,,"637","3276",".","0","",,,,,"58192","58192","113307648","113307648","636856","636856","151498752","151498752","162312192","162312192","966008832","966008832",,,"113307648","113307648",,"McAfee.TrueKey.Service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"885915648","885915648","False",,,,"14979072","14979072",,
"MCAFEE~2","1","476","687534080","18464768","24596480","37216","C:\PROGRA~1\TrueKey\MCAFEE~2.EXE","McAfee, Inc.","2.234375","4.20.108.0","4.20.108.0","Intel Security True Key","Intel Security True Key","Process","8",,"False",,"2784","Microsoft.Win32.SafeHandles.SafeProcessHandle","476","1840",".","0","","System.Diagnostics.ProcessModule (MCAFEE~2.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37216","37216","24596480","24596480","418448","418448","25026560","25026560","27299840","27299840","716976128","716976128","True","Normal","24596480","24596480","00:00:01.0781250","MCAFEE~2","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2343750","00:00:01.1562500","687534080","687534080","False",,,,"18464768","18464768",,
"McTkSchedulerService","0","429","658165760","10780672","22478848","34160",,,,,,,,"Process","8",,,,,,"429","3280",".","0","",,,,,"34160","34160","22478848","22478848","332264","332264","24080384","24080384","29888512","29888512","716898304","716898304",,,"22478848","22478848",,"McTkSchedulerService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"658165760","658165760","False",,,,"10780672","10780672",,
"Memory Compression","0","0","682885120","174800896","1662976","0",,,,,,,,"Process","8",,,,,,"0","2124",".","0","",,,,,"0","0","1662976","1662976","4224","4224","1703936","1703936","473706496","473706496","843186176","843186176",,,"1662976","1662976",,"Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"682885120","682885120","False",,,,"174800896","174800896",,
"Microsoft.Photos","1","1505","1176371200","5742592","196100096","81944","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2017.39101.16720.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","Microsoft Corporation","6.671875","2017.39101.16720.00000","2017.39101.1672000000-release2017.12","Microsoft.Photos.exe","Microsoft Photos","Process","8",,"False",,"2532","Microsoft.Win32.SafeHandles.SafeProcessHandle","1505","4964",".","4719012","Photos","System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","81944","81944","196100096","196100096","1409776","1409776","315228160","315228160","384249856","384249856","1263988736","1263988736","True","Normal","196100096","196100096","00:00:02.5781250","Microsoft.Photos","15","False","1","System.Diagnostics.ProcessStartInfo","2/23/2018 1:32:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.6718750","00:00:04.0937500","1176371200","1176371200","False",,,,"5742592","5742592",,
"MSASCuiL","1","154","2199151386624","5255168","2015232","10328","C:\Program Files\Windows Defender\MSASCuiL.exe","Microsoft Corporation","0.421875","4.12.16299.15 (WinBuild.160101.0800)","4.12.16299.15","Windows Defender notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"3152","Microsoft.Win32.SafeHandles.SafeProcessHandle","154","6304",".","0","","System.Diagnostics.ProcessModule (MSASCuiL.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","2015232","2015232","184416","184416","2125824","2125824","9957376","9957376","130752512","2199154008064","True","Normal","2015232","2015232","00:00:00.3281250","MSASCuiL","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:49 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.0937500","128131072","2199151386624","False",,,,"5255168","5255168",,
"MsMpEng","0","948","2199618949120","77680640","193785856","81048",,,,,,,,"Process","8",,,,,,"948","3200",".","0","",,,,,"81048","81048","193785856","193785856","705392","705392","601804800","601804800","521834496","521834496","1011986432","2200035241984",,,"193785856","193785856",,"MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"595693568","2199618949120","False",,,,"77680640","77680640",,
"NisSrv","0","399","2199165603840","6250496","37769216","329632",,,,,,,,"Process","8",,,,,,"399","1892",".","0","",,,,,"329632","329632","37769216","37769216","121752","121752","72474624","72474624","43241472","43241472","181080064","2199204335616",,,"37769216","37769216",,"NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"142348288","2199165603840","False",,,,"6250496","6250496",,
"OfficeClickToRun","0","694","2199312138240","27115520","46346240","26720",,,,,,,,"Process","8",,,,,,"694","3808",".","0","",,,,,"26720","26720","46346240","46346240","309240","309240","134684672","134684672","123650048","123650048","376881152","2199400136704",,,"46346240","46346240",,"OfficeClickToRun",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"288882688","2199312138240","False",,,,"27115520","27115520",,
"OneDrive","1","751","295395328","24805376","27738112","46640","C:\Users\hp\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","35.328125","17.005.0107.0008","17.005.0107.0008","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"3948","Microsoft.Win32.SafeHandles.SafeProcessHandle","751","7416",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46640","46640","27738112","27738112","382816","382816","49512448","49512448","48623616","48623616","332632064","332632064","True","Normal","27738112","27738112","00:00:11.9843750","OneDrive","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:35.3281250","00:00:23.3437500","295395328","295395328","False",,,,"24805376","24805376",,
"powershell","1","801","2200070397952","144437248","127897600","46520","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","40.484375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"3888","Microsoft.Win32.SafeHandles.SafeProcessHandle","801","7996",".","7605730","Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46520","46520","127897600","127897600","1037632","1037632","130072576","130072576","145858560","145858560","1051578368","2200074833920","True","Normal","127897600","127897600","00:00:13.5468750","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","2/23/2018 9:57:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:40.5000000","00:00:26.9531250","1047142400","2200070397952","False",,,,"144437248","144437248",,
"PresentationFontCache","0","221","585097216","5095424","25460736","26304",,,,,,,,"Process","8",,,,,,"221","6408",".","0","",,,,,"26304","26304","25460736","25460736","261704","261704","28028928","28028928","19312640","19312640","591847424","591847424",,,"25460736","25460736",,"PresentationFontCache",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"585097216","585097216","False",,,,"5095424","5095424",,
"RAVBg64","1","314","163688448","4956160","6451200","15424",,,,,,,,"Process","8",,,,,,"314","3604",".","0","",,,,,"15424","15424","6451200","6451200","247744","247744","7229440","7229440","15572992","15572992","168931328","168931328",,,"6451200","6451200",,"RAVBg64",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"163688448","163688448","False",,,,"4956160","4956160",,
"RemindersServer","1","155","2199134703616","3846144","2691072","9512","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\RemindersServer.exe","Microsoft Corporation","0.171875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Reminders WinRT OOP Server","Microsoft? Windows? Operating System","Process","8",,"False",,"1388","Microsoft.Win32.SafeHandles.SafeProcessHandle","155","10280",".","0","","System.Diagnostics.ProcessModule (RemindersServer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2691072","2691072","144600","144600","3289088","3289088","13193216","13193216","115658752","2199138914304","True","Normal","2691072","2691072","00:00:00.1093750","RemindersServer","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:44:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0625000","111448064","2199134703616","False",,,,"3846144","3846144",,
"RtkAudioService64","0","212","115818496","3760128","2281472","10392",,,,,,,,"Process","8",,,,,,"212","2708",".","0","",,,,,"10392","10392","2281472","2281472","153320","153320","2379776","2379776","9715712","9715712","121061376","121061376",,,"2281472","2281472",,"RtkAudioService64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"115818496","115818496","False",,,,"3760128","3760128",,
"RtkNGUI64","1","646","197341184","10870784","18866176","17688","C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe","Realtek Semiconductor","2.46875","1.0.630.0","1.0.630.0","Realtek HD Audio Manager","Realtek HD USB Audio Manager","Process","8",,"False",,"3844","Microsoft.Win32.SafeHandles.SafeProcessHandle","646","6988",".","0","","System.Diagnostics.ProcessModule (RtkNGUI64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17688","17688","18866176","18866176","287832","287832","19759104","19759104","22614016","22614016","218312704","218312704","True","Normal","18866176","18866176","00:00:01.5312500","RtkNGUI64","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:50 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4687500","00:00:00.9375000","197341184","197341184","False",,,,"10870784","10870784",,
"RuntimeBroker","1","542","2199207464960","21192704","8089600","26648","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","6.859375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2352","Microsoft.Win32.SafeHandles.SafeProcessHandle","542","1328",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26648","26648","8089600","8089600","298384","298384","10657792","10657792","33165312","33165312","208175104","2199231430656","True","Normal","8089600","8089600","00:00:03.7343750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.8593750","00:00:03.1250000","184209408","2199207464960","False",,,,"21192704","21192704",,
"RuntimeBroker","1","494","2199231860736","18608128","9375744","24128","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","22.875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3832","Microsoft.Win32.SafeHandles.SafeProcessHandle","494","3852",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24128","24128","9375744","9375744","320976","320976","14671872","14671872","37195776","37195776","283586560","2199306842112","True","Normal","9375744","9375744","00:00:13.1250000","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:43:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.8750000","00:00:09.7500000","208605184","2199231860736","False",,,,"18608128","18608128",,
"RuntimeBroker","1","465","2199190523904","14372864","7581696","24560","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","11.484375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2948","Microsoft.Win32.SafeHandles.SafeProcessHandle","465","7016",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24560","24560","7581696","7581696","265736","265736","9146368","9146368","26935296","26935296","202878976","2199226134528","True","Normal","7581696","7581696","00:00:04.7343750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:35 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.4843750","00:00:06.7500000","167268352","2199190523904","False",,,,"14372864","14372864",,
"RuntimeBroker","1","862","2199257931776","13004800","12599296","34720","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2820","Microsoft.Win32.SafeHandles.SafeProcessHandle","862","7112",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34720","34720","12599296","12599296","387168","387168","15032320","15032320","42434560","42434560","255344640","2199278600192","True","Normal","12599296","12599296","00:00:01.4531250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/23/2018 1:32:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.8750000","00:00:01.4218750","234676224","2199257931776","False",,,,"13004800","13004800",,
"RuntimeBroker","1","390","2199243276288","8404992","8577024","21888","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","13.640625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3800","Microsoft.Win32.SafeHandles.SafeProcessHandle","390","8828",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21888","21888","8577024","8577024","364160","364160","13185024","13185024","39346176","39346176","263053312","2199286308864","True","Normal","8577024","8577024","00:00:07.6406250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/19/2018 12:01:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.6406250","00:00:06","220020736","2199243276288","False",,,,"8404992","8404992",,
"RuntimeBroker","1","126","2199124881408","2068480","3624960","8832","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.171875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3812","Microsoft.Win32.SafeHandles.SafeProcessHandle","126","10564",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","3624960","3624960","126296","126296","4476928","4476928","16244736","16244736","117886976","2199141142528","True","Normal","3624960","3624960","00:00:00.0937500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:46:38 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0781250","101625856","2199124881408","False",,,,"2068480","2068480",,
"RuntimeBroker","1","374","2199186468864","24100864","5009408","18536","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.5625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3648","Microsoft.Win32.SafeHandles.SafeProcessHandle","374","10764",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18536","18536","5009408","5009408","253688","253688","5640192","5640192","25845760","25845760","163213312","2199186468864","True","Normal","5009408","5009408","00:00:00.3437500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","2/23/2018 11:10:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.2187500","163213312","2199186468864","False",,,,"24100864","24100864",,
"SearchIndexer","0","768","2199288557568","31399936","50126848","76800",,,,,,,,"Process","8",,,,,,"768","10128",".","0","",,,,,"76800","76800","50126848","50126848","284800","284800","62980096","62980096","52846592","52846592","289878016","2199313133568",,,"50126848","50126848",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"265302016","2199288557568","False",,,,"31399936","31399936",,
"SearchUI","1","1281","2234403098624","66207744","93265920","99152","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","15.625","10.0.16299.98 (WinBuild.160101.0800)","10.0.16299.98","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"3324","Microsoft.Win32.SafeHandles.SafeProcessHandle","1281","1620",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","99152","99152","93265920","93265920","1085064","1085064","154923008","154923008","207998976","207998976","1121169408","2234504163328","True","Normal","93265920","93265920","00:00:04.0312500","SearchUI","15","True","1","System.Diagnostics.ProcessStartInfo","2/18/2018 10:41:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:15.6250000","00:00:11.5937500","1020104704","2234403098624","False",,,,"66207744","66207744",,
"SecurityHealthService","0","347","2199134351360","9621504","4812800","16592",,,,,,,,"Process","8",,,,,,"347","3948",".","0","",,,,,"16592","16592","4812800","4812800","164360","164360","5799936","5799936","16261120","16261120","144056320","2199167311872",,,"4812800","4812800",,"SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111095808","2199134351360","False",,,,"9621504","9621504",,
"Service_KMS","0","344","628314112","12537856","26791936","33208",,,,,,,,"Process","8",,,,,,"344","3976",".","0","",,,,,"33208","33208","26791936","26791936","357696","357696","29626368","29626368","33648640","33648640","642994176","642994176",,,"26791936","26791936",,"Service_KMS",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"628314112","628314112","False",,,,"12537856","12537856",,
